ID,Name,Equipment,BodyPart,Target,Synergist,URL,Img
0271,Crunch (on stability ball),Stability ball,Waist,Rectus Abdominis,Obliques,https://www.gymvisual.com/illustrations/291-crunch-on-stability-ball.html,https://www.gymvisual.com/835-large_default/crunch-on-stability-ball.jpg
0272,"Crunch (on stability ball, arms straight)",Stability ball,Waist,Rectus Abdominis,Obliques,https://www.gymvisual.com/illustrations/292-crunch-on-stability-ball-arms-straight.html,https://www.gymvisual.com/838-large_default/crunch-on-stability-ball-arms-straight.jpg
0273,Crunch (straight leg-up),Body weight,Waist,Rectus Abdominis,"Iliopsoas, Obliques",https://www.gymvisual.com/illustrations/293-crunch-straight-leg-up.html,https://www.gymvisual.com/841-large_default/crunch-straight-leg-up.jpg
0274,Crunch Floor,Body weight,Waist,Rectus Abdominis,Obliques,https://www.gymvisual.com/illustrations/294-crunch-floor.html,https://www.gymvisual.com/844-large_default/crunch-floor.jpg
0275,Crunch Floor,Body weight,Waist,Rectus Abdominis,Obliques,https://www.gymvisual.com/illustrations/295-crunch-floor.html,https://www.gymvisual.com/847-large_default/crunch-floor.jpg
0276,Dead Bug,Body weight,Waist,Rectus Abdominis,"Gluteus Maximus, Quadriceps",https://www.gymvisual.com/illustrations/296-dead-bug.html,https://www.gymvisual.com/850-large_default/dead-bug.jpg
0277,Decline Crunch,Body weight,Waist,Rectus Abdominis,Obliques,https://www.gymvisual.com/illustrations/297-decline-crunch.html,https://www.gymvisual.com/853-large_default/decline-crunch.jpg
0278,Decline Push-up (on stability ball),Stability ball,Chest,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Triceps Brachii",https://www.gymvisual.com/illustrations/298-decline-push-up-on-stability-ball.html,https://www.gymvisual.com/2589-large_default/decline-push-up-on-stability-ball.jpg
0279,Decline Push-Up,Body weight,Chest,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Triceps Brachii",https://www.gymvisual.com/illustrations/299-decline-push-up.html,https://www.gymvisual.com/859-large_default/decline-push-up.jpg
0280,Decline Push-Up,Body weight,Chest,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Triceps Brachii",https://www.gymvisual.com/illustrations/300-decline-push-up.html,https://www.gymvisual.com/862-large_default/decline-push-up.jpg
0281,Decline Sit-up (arms straight),Body weight,Waist,Rectus Abdominis,"Obliques, Quadriceps, Sartorius, Tensor Fasciae Latae",https://www.gymvisual.com/illustrations/301-decline-sit-up-arms-straight.html,https://www.gymvisual.com/865-large_default/decline-sit-up-arms-straight.jpg
0282,Decline Sit-up,Body weight,Hips,Iliopsoas,"Quadriceps, Tensor Fasciae Latae",https://www.gymvisual.com/illustrations/302-decline-sit-up.html,https://www.gymvisual.com/2592-large_default/decline-sit-up.jpg
0283,Diamond Push-up,Body weight,Upper Arms,Triceps Brachii,"Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",https://www.gymvisual.com/illustrations/303-diamond-push-up.html,https://www.gymvisual.com/871-large_default/diamond-push-up.jpg
0284,Donkey Calf Raise,Body weight,Calves,Gastrocnemius,Soleus,https://www.gymvisual.com/illustrations/304-donkey-calf-raise.html,https://www.gymvisual.com/874-large_default/donkey-calf-raise.jpg
0285,Dumbbell Alternate Biceps Curl,Dumbbell,Upper Arms,Biceps Brachii,"Brachialis, Brachioradialis",https://www.gymvisual.com/illustrations/305-dumbbell-alternate-biceps-curl.html,https://www.gymvisual.com/15644-large_default/dumbbell-alternate-biceps-curl.jpg
0286,Dumbbell Alternate Side Press,Dumbbell,Shoulders,Deltoid Anterior,"Deltoid Lateral, Triceps Brachii",https://www.gymvisual.com/illustrations/306-dumbbell-alternate-side-press.html,https://www.gymvisual.com/880-large_default/dumbbell-alternate-side-press.jpg
0287,Dumbbell Arnold Press (version 2),Dumbbell,Shoulders,Deltoid Anterior,"Deltoid Lateral, Serratus Anterior, Triceps Brachii",https://www.gymvisual.com/illustrations/307-dumbbell-arnold-press-version-2.html,https://www.gymvisual.com/883-large_default/dumbbell-arnold-press-version-2.jpg
0288,Dumbbell Around Pullover,Dumbbell,Chest,Pectoralis Major Sternal Head,"Latissimus Dorsi, Teres Major",https://www.gymvisual.com/illustrations/308-dumbbell-around-pullover.html,https://www.gymvisual.com/886-large_default/dumbbell-around-pullover.jpg
0289,Dumbbell Bench Press,Dumbbell,Chest,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Triceps Brachii",https://www.gymvisual.com/illustrations/309-dumbbell-bench-press.html,https://www.gymvisual.com/889-large_default/dumbbell-bench-press.jpg
0290,Dumbbell Bench Seated Press,Dumbbell,Shoulders,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior",https://www.gymvisual.com/illustrations/310-dumbbell-bench-seated-press.html,https://www.gymvisual.com/4383-large_default/dumbbell-bench-seated-press.jpg
0291,Dumbbell Bench Squat,Dumbbell,Thighs,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://www.gymvisual.com/illustrations/311-dumbbell-bench-squat.html,https://www.gymvisual.com/895-large_default/dumbbell-bench-squat.jpg
0292,Dumbbell One Arm Bent-over Row,Dumbbell,Back,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",https://www.gymvisual.com/illustrations/312-dumbbell-one-arm-bent-over-row.html,https://www.gymvisual.com/15647-large_default/dumbbell-one-arm-bent-over-row.jpg
0293,Dumbbell Bent Over Row,Dumbbell,Back,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",https://www.gymvisual.com/illustrations/313-dumbbell-bent-over-row.html,https://www.gymvisual.com/10066-large_default/dumbbell-bent-over-row.jpg
0294,Dumbbell Biceps Curl,Dumbbell,Upper Arms,Biceps Brachii,"Brachialis, Brachioradialis",https://www.gymvisual.com/illustrations/314-dumbbell-biceps-curl.html,https://www.gymvisual.com/904-large_default/dumbbell-biceps-curl.jpg
0295,Dumbbell Clean,Dumbbell,Thighs,,,https://www.gymvisual.com/illustrations/315-dumbbell-clean.html,https://www.gymvisual.com/907-large_default/dumbbell-clean.jpg
0296,Dumbbell Close-grip Press,Dumbbell,Upper Arms,Triceps Brachii,"Deltoid Anterior, Pectoralis Major Sternal Head",https://www.gymvisual.com/illustrations/316-dumbbell-close-grip-press.html,https://www.gymvisual.com/909-large_default/dumbbell-close-grip-press.jpg
0297,Dumbbell Concentration Curl,Dumbbell,Upper Arms,Brachialis,"Biceps Brachii, Brachioradialis",https://www.gymvisual.com/illustrations/317-dumbbell-concentration-curl.html,https://www.gymvisual.com/912-large_default/dumbbell-concentration-curl.jpg
0298,Dumbbell Cross Body Hammer Curl,Dumbbell,Forearms,Brachioradialis,"Biceps Brachii, Brachialis",https://www.gymvisual.com/illustrations/318-dumbbell-cross-body-hammer-curl.html,https://www.gymvisual.com/915-large_default/dumbbell-cross-body-hammer-curl.jpg
0299,Dumbbell Cuban Press,Dumbbell,Shoulders,"Deltoid Lateral, Deltoid Posterior ","Pectoralis Major Clavicular Head, Serratus Anterior, Teres Major",https://www.gymvisual.com/illustrations/319-dumbbell-cuban-press.html,https://www.gymvisual.com/918-large_default/dumbbell-cuban-press.jpg
0300,Dumbbell Deadlift,Dumbbell,Back,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://www.gymvisual.com/illustrations/320-dumbbell-deadlift.html,https://www.gymvisual.com/920-large_default/dumbbell-deadlift.jpg
0301,Dumbbell Decline Bench Press,Dumbbell,Chest,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii",https://www.gymvisual.com/illustrations/321-3-4-sit-up.html,https://www.gymvisual.com/923-large_default/3-4-sit-up.jpg
0302,Dumbbell Decline Fly,Dumbbell,Chest,Pectoralis Major Sternal Head,"Biceps Brachii, Deltoid Anterior, Pectoralis Major Clavicular Head",https://www.gymvisual.com/illustrations/322-3-4-sit-up.html,https://www.gymvisual.com/926-large_default/3-4-sit-up.jpg
0303,Dumbbell Decline Hammer Press,Dumbbell,Chest,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii",https://www.gymvisual.com/illustrations/323-3-4-sit-up.html,https://www.gymvisual.com/929-large_default/3-4-sit-up.jpg
0304,Dumbbell Decline Shrug (version 2),Dumbbell,Back,Trapezius Upper Fibers ,Trapezius Middle Fibers,https://www.gymvisual.com/illustrations/324-3-4-sit-up.html,https://www.gymvisual.com/932-large_default/3-4-sit-up.jpg
0305,Dumbbell Decline Shrug,Dumbbell,Back,Trapezius Upper Fibers ,Levator Scapulae,https://www.gymvisual.com/illustrations/325-3-4-sit-up.html,https://www.gymvisual.com/935-large_default/3-4-sit-up.jpg
0306,Dumbbell Decline Triceps Extension,Dumbbell,Upper Arms,Triceps Brachii,,https://www.gymvisual.com/illustrations/326-3-4-sit-up.html,https://www.gymvisual.com/938-large_default/3-4-sit-up.jpg
0307,Dumbbell Decline Twist Fly,Dumbbell,Chest,Pectoralis Major Sternal Head,"Biceps Brachii, Deltoid Anterior, Pectoralis Major Clavicular Head",https://www.gymvisual.com/illustrations/327-3-4-sit-up.html,https://www.gymvisual.com/941-large_default/3-4-sit-up.jpg
0308,Dumbbell Fly,Dumbbell,Chest,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Biceps Brachii, Deltoid Anterior",https://www.gymvisual.com/illustrations/328-3-4-sit-up.html,https://www.gymvisual.com/10248-large_default/3-4-sit-up.jpg
0309,Dumbbell Front Raise (version 2),Dumbbell,Shoulders,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior",https://www.gymvisual.com/illustrations/329-3-4-sit-up.html,https://www.gymvisual.com/947-large_default/3-4-sit-up.jpg
0310,Dumbbell Front Raise,Dumbbell,Shoulders,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior",https://www.gymvisual.com/illustrations/330-3-4-sit-up.html,https://www.gymvisual.com/950-large_default/3-4-sit-up.jpg
0311,Dumbbell Full Can Lateral Raise,Dumbbell,Shoulders,"Deltoid Anterior, Deltoid Lateral",Serratus Anterior,https://www.gymvisual.com/illustrations/331-3-4-sit-up.html,https://www.gymvisual.com/953-large_default/3-4-sit-up.jpg
0312,Dumbbell Hammer Curl (version 2),Dumbbell,Upper Arms,Brachioradialis,"Biceps Brachii, Brachialis",https://www.gymvisual.com/illustrations/332-3-4-sit-up.html,https://www.gymvisual.com/956-large_default/3-4-sit-up.jpg
0313,Dumbbell Hammer Curl,Dumbbell,Upper Arms,Brachioradialis,"Biceps Brachii, Brachialis",https://www.gymvisual.com/illustrations/333-3-4-sit-up.html,https://www.gymvisual.com/959-large_default/3-4-sit-up.jpg
0314,Dumbbell Incline Bench Press,Dumbbell,Chest,Pectoralis Major Clavicular Head,"Deltoid Anterior, Triceps Brachii",https://www.gymvisual.com/illustrations/334-3-4-sit-up.html,https://www.gymvisual.com/962-large_default/3-4-sit-up.jpg
0315,Dumbbell Incline Biceps Curl,Dumbbell,Upper Arms,Biceps Brachii,"Brachialis, Brachioradialis",https://www.gymvisual.com/illustrations/335-3-4-sit-up.html,https://www.gymvisual.com/965-large_default/3-4-sit-up.jpg
0316,Dumbbell Incline Breeding,Dumbbell,Chest,Pectoralis Major Clavicular Head,"Biceps Brachii, Brachialis, Deltoid Anterior",https://www.gymvisual.com/illustrations/336-3-4-sit-up.html,https://www.gymvisual.com/968-large_default/3-4-sit-up.jpg
0317,Dumbbell Incline Curl (version 2),Dumbbell,Upper Arms,Brachialis,"Biceps Brachii, Brachioradialis",https://www.gymvisual.com/illustrations/337-3-4-sit-up.html,https://www.gymvisual.com/971-large_default/3-4-sit-up.jpg
0318,Dumbbell Incline Curl,Dumbbell,Upper Arms,Biceps Brachii,"Brachialis, Brachioradialis",https://www.gymvisual.com/illustrations/338-3-4-sit-up.html,https://www.gymvisual.com/974-large_default/3-4-sit-up.jpg
0319,Dumbbell Incline Fly,Dumbbell,Chest,Pectoralis Major Clavicular Head,"Biceps Brachii, Deltoid Anterior",https://www.gymvisual.com/illustrations/339-3-4-sit-up.html,https://www.gymvisual.com/10273-large_default/3-4-sit-up.jpg
0320,Dumbbell Incline Hammer Curl,Dumbbell,Upper Arms,Biceps Brachii,"Brachialis, Brachioradialis",https://www.gymvisual.com/illustrations/340-3-4-sit-up.html,https://www.gymvisual.com/980-large_default/3-4-sit-up.jpg
0321,Dumbbell Incline Hammer Press,Dumbbell,Chest,Pectoralis Major Clavicular Head,"Deltoid Anterior, Triceps Brachii",https://www.gymvisual.com/illustrations/341-3-4-sit-up.html,https://www.gymvisual.com/983-large_default/3-4-sit-up.jpg
0322,Dumbbell Incline Inner Biceps Curl,Dumbbell,Upper Arms,Biceps Brachii,"Brachialis, Brachioradialis",https://www.gymvisual.com/illustrations/342-3-4-sit-up.html,https://www.gymvisual.com/986-large_default/3-4-sit-up.jpg
0323,Dumbbell Incline One Arm Lateral Raise,Dumbbell,Shoulders,Deltoid Lateral,"Deltoid Anterior, Serratus Anterior, Trapezius Upper Fibers",https://www.gymvisual.com/illustrations/343-3-4-sit-up.html,https://www.gymvisual.com/989-large_default/3-4-sit-up.jpg
0324,Dumbbell Incline Palm-in Press,Dumbbell,Chest,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Triceps Brachii",https://www.gymvisual.com/illustrations/344-3-4-sit-up.html,https://www.gymvisual.com/992-large_default/3-4-sit-up.jpg
0325,Dumbbell Incline Raise,Dumbbell,Shoulders,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior",https://www.gymvisual.com/illustrations/345-3-4-sit-up.html,https://www.gymvisual.com/995-large_default/3-4-sit-up.jpg
0326,Dumbbell Incline Rear Lateral Raise,Dumbbell,Shoulders,"Deltoid Lateral, Deltoid Posterior ","Deltoid Anterior, Trapezius Lower Fibers, Trapezius Middle Fibers",https://www.gymvisual.com/illustrations/346-3-4-sit-up.html,https://www.gymvisual.com/998-large_default/3-4-sit-up.jpg
0327,Dumbbell Incline Row,Dumbbell,Back,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Pectoralis Major Sternal Head",https://www.gymvisual.com/illustrations/347-3-4-sit-up.html,https://www.gymvisual.com/1001-large_default/3-4-sit-up.jpg
0328,Dumbbell Incline Shoulder Raise,Dumbbell,Chest,Serratus Anterior,Pectoralis Major Clavicular Head,https://www.gymvisual.com/illustrations/348-3-4-sit-up.html,https://www.gymvisual.com/1004-large_default/3-4-sit-up.jpg
0329,Dumbbell Incline Shrug,Dumbbell,Back,Trapezius Upper Fibers ,Levator Scapulae,https://www.gymvisual.com/illustrations/349-3-4-sit-up.html,https://www.gymvisual.com/1007-large_default/3-4-sit-up.jpg
0330,Dumbbell Incline Triceps Extension,Dumbbell,Upper Arms,Triceps Brachii,,https://www.gymvisual.com/illustrations/350-3-4-sit-up.html,https://www.gymvisual.com/1010-large_default/3-4-sit-up.jpg
0331,Dumbbell Incline Twisted Flyes,Dumbbell,Chest,Pectoralis Major Clavicular Head,"Biceps Brachii, Deltoid Anterior",https://www.gymvisual.com/illustrations/351-3-4-sit-up.html,https://www.gymvisual.com/1013-large_default/3-4-sit-up.jpg
0332,Dumbbell Iron Cross,Dumbbell,Shoulders,"Deltoid Lateral, Deltoid Posterior , Gluteus Maximus, Quadriceps","Adductor Magnus, Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Soleus",https://www.gymvisual.com/illustrations/352-3-4-sit-up.html,https://www.gymvisual.com/1016-large_default/3-4-sit-up.jpg
0333,Dumbbell Kickback,Dumbbell,Upper Arms,Triceps Brachii,,https://www.gymvisual.com/illustrations/353-3-4-sit-up.html,https://www.gymvisual.com/1019-large_default/3-4-sit-up.jpg
0334,Dumbbell Lateral Raise,Dumbbell,Shoulders,Deltoid Lateral,"Deltoid Anterior, Serratus Anterior",https://www.gymvisual.com/illustrations/354-3-4-sit-up.html,https://www.gymvisual.com/15650-large_default/3-4-sit-up.jpg
0335,Dumbbell Lateral to Front Raise,Dumbbell,Shoulders,"Deltoid Anterior, Deltoid Lateral","Pectoralis Major Clavicular Head, Serratus Anterior",https://www.gymvisual.com/illustrations/355-3-4-sit-up.html,https://www.gymvisual.com/1025-large_default/3-4-sit-up.jpg
0336,Dumbbell Lunge,Dumbbell,Hips,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://www.gymvisual.com/illustrations/356-3-4-sit-up.html,https://www.gymvisual.com/2595-large_default/3-4-sit-up.jpg
0337,Dumbbell Lying  Extension (across face),Dumbbell,Upper Arms,Triceps Brachii,,https://www.gymvisual.com/illustrations/357-3-4-sit-up.html,https://www.gymvisual.com/1030-large_default/3-4-sit-up.jpg
0338,Dumbbell Lying Elbow Press,Dumbbell,Upper Arms,Triceps Brachii,"Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",https://www.gymvisual.com/illustrations/358-3-4-sit-up.html,https://www.gymvisual.com/1033-large_default/3-4-sit-up.jpg
0339,Dumbbell Lying Femoral,Dumbbell,Thighs,Hamstrings,"Gastrocnemius, Soleus",https://www.gymvisual.com/illustrations/359-3-4-sit-up.html,https://www.gymvisual.com/1036-large_default/3-4-sit-up.jpg
0340,Dumbbell Lying Hammer Press,Dumbbell,Chest,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Triceps Brachii",https://www.gymvisual.com/illustrations/360-3-4-sit-up.html,https://www.gymvisual.com/1039-large_default/3-4-sit-up.jpg
0341,Dumbbell Lying One Arm Deltoid Rear,Dumbbell,Shoulders,Deltoid Posterior ,"Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",https://www.gymvisual.com/illustrations/361-3-4-sit-up.html,https://www.gymvisual.com/1042-large_default/3-4-sit-up.jpg
0342,Dumbbell Lying One Arm Press (version 2),Dumbbell,Chest,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Triceps Brachii",https://www.gymvisual.com/illustrations/362-3-4-sit-up.html,https://www.gymvisual.com/1045-large_default/3-4-sit-up.jpg
0343,Dumbbell Lying One Arm Press,Dumbbell,Chest,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Triceps Brachii",https://www.gymvisual.com/illustrations/363-3-4-sit-up.html,https://www.gymvisual.com/1048-large_default/3-4-sit-up.jpg
0344,Dumbbell Lying One Arm Pronated Triceps Extension,Dumbbell,Upper Arms,Triceps Brachii,,https://www.gymvisual.com/illustrations/364-3-4-sit-up.html,https://www.gymvisual.com/1051-large_default/3-4-sit-up.jpg
0345,Dumbbell Lying One Arm Rear Lateral Raise,Dumbbell,Shoulders,Deltoid Posterior ,"Deltoid Lateral, Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",https://www.gymvisual.com/illustrations/365-3-4-sit-up.html,https://www.gymvisual.com/1054-large_default/3-4-sit-up.jpg
0346,Dumbbell Lying One Arm Supinated Triceps Extension,Dumbbell,Upper Arms,Triceps Brachii,,https://www.gymvisual.com/illustrations/366-3-4-sit-up.html,https://www.gymvisual.com/1057-large_default/3-4-sit-up.jpg
0347,Dumbbell Lying Pronation,Dumbbell,Forearms,Wrist Flexors,,https://www.gymvisual.com/illustrations/367-3-4-sit-up.html,https://www.gymvisual.com/1060-large_default/3-4-sit-up.jpg
0348,Dumbbell Lying Rear Lateral Raise,Dumbbell,Shoulders,Deltoid Posterior ,"Deltoid Lateral, Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",https://www.gymvisual.com/illustrations/368-3-4-sit-up.html,https://www.gymvisual.com/1063-large_default/3-4-sit-up.jpg
0349,Dumbbell Lying Supination,Dumbbell,Forearms,,,https://www.gymvisual.com/illustrations/369-3-4-sit-up.html,https://www.gymvisual.com/1066-large_default/3-4-sit-up.jpg
0350,Dumbbell Lying Supine Curl,Dumbbell,Forearms,Brachioradialis,"Biceps Brachii, Brachialis, Deltoid Anterior",https://www.gymvisual.com/illustrations/370-3-4-sit-up.html,https://www.gymvisual.com/1069-large_default/3-4-sit-up.jpg
0351,Dumbbell Lying Triceps Extension,Dumbbell,Upper Arms,Triceps Brachii,,https://www.gymvisual.com/illustrations/371-3-4-sit-up.html,https://www.gymvisual.com/1072-large_default/3-4-sit-up.jpg
0352,Dumbbell Neutral Grip Bench Press,Dumbbell,Upper Arms,Triceps Brachii,,https://www.gymvisual.com/illustrations/372-3-4-sit-up.html,https://www.gymvisual.com/1075-large_default/3-4-sit-up.jpg
0353,Dumbbell One Arm Concetration Curl (on stability ball),Dumbbell,Upper Arms,Brachialis,"Biceps Brachii, Brachioradialis",https://www.gymvisual.com/illustrations/373-3-4-sit-up.html,https://www.gymvisual.com/1078-large_default/3-4-sit-up.jpg
0354,Dumbbell One Arm Kickback,Dumbbell,Upper Arms,Triceps Brachii,,https://www.gymvisual.com/illustrations/374-3-4-sit-up.html,https://www.gymvisual.com/1081-large_default/3-4-sit-up.jpg
0355,Dumbbell One Arm Lateral Raise,Dumbbell,Shoulders,Deltoid Lateral,"Deltoid Anterior, Serratus Anterior",https://www.gymvisual.com/illustrations/375-3-4-sit-up.html,https://www.gymvisual.com/1084-large_default/3-4-sit-up.jpg
0356,Dumbbell One Arm Lateral Raise with support,Dumbbell,Shoulders,Deltoid Lateral,"Deltoid Anterior, Serratus Anterior, Trapezius Upper Fibers",https://www.gymvisual.com/illustrations/376-3-4-sit-up.html,https://www.gymvisual.com/1087-large_default/3-4-sit-up.jpg
0357,Dumbbell One Arm Press (on stability ball),Dumbbell,Chest,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Hamstrings, Triceps Brachii",https://www.gymvisual.com/illustrations/377-3-4-sit-up.html,https://www.gymvisual.com/1090-large_default/3-4-sit-up.jpg
0358,Dumbbell One arm Revers Wrist Curl,Dumbbell,Forearms,Wrist Extensors,,https://www.gymvisual.com/illustrations/378-3-4-sit-up.html,https://www.gymvisual.com/1093-large_default/3-4-sit-up.jpg
0359,Dumbbell One Arm Reverse Fly (with support),Dumbbell,Shoulders,Deltoid Posterior ,"Deltoid Lateral, Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",https://www.gymvisual.com/illustrations/379-3-4-sit-up.html,https://www.gymvisual.com/1096-large_default/3-4-sit-up.jpg
0360,Dumbbell One Arm Shoulder Press (version 2),Dumbbell,Shoulders,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior, Triceps Brachii",https://www.gymvisual.com/illustrations/380-3-4-sit-up.html,https://www.gymvisual.com/1099-large_default/3-4-sit-up.jpg
0361,Dumbbell One Arm Shoulder Press,Dumbbell,Shoulders,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior, Triceps Brachii",https://www.gymvisual.com/illustrations/381-3-4-sit-up.html,https://www.gymvisual.com/1102-large_default/3-4-sit-up.jpg
0362,Dumbbell One Arm Triceps Extension (on bench),Dumbbell,Upper Arms,Triceps Brachii,,https://www.gymvisual.com/illustrations/382-3-4-sit-up.html,https://www.gymvisual.com/1105-large_default/3-4-sit-up.jpg
0363,Dumbbell One Arm Upright Row,Dumbbell,Shoulders,Deltoid Lateral,"Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Infraspinatus, Pectoralis Major Clavicular Head, Serratus Anterior, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",https://www.gymvisual.com/illustrations/383-3-4-sit-up.html,https://www.gymvisual.com/1108-large_default/3-4-sit-up.jpg
0364,Dumbbell One arm Wrist Curl,Dumbbell,Forearms,Wrist Flexors,,https://www.gymvisual.com/illustrations/384-3-4-sit-up.html,https://www.gymvisual.com/13115-large_default/3-4-sit-up.jpg
0365,Dumbbell Over Bench Neutral Wrist Curl,Dumbbell,Forearms,Brachioradialis,,https://www.gymvisual.com/illustrations/385-3-4-sit-up.html,https://www.gymvisual.com/1114-large_default/3-4-sit-up.jpg
0366,Dumbbell Over Bench One Arm  Neutral Wrist Curl,Dumbbell,Forearms,Brachioradialis,,https://www.gymvisual.com/illustrations/386-3-4-sit-up.html,https://www.gymvisual.com/1117-large_default/3-4-sit-up.jpg
0367,Dumbbell Over Bench One Arm Wrist Curl,Dumbbell,Forearms,Wrist Extensors,,https://www.gymvisual.com/illustrations/387-3-4-sit-up.html,https://www.gymvisual.com/1120-large_default/3-4-sit-up.jpg
0368,Dumbbell Over Bench Revers Wrist Curl,Dumbbell,Forearms,Wrist Flexors,,https://www.gymvisual.com/illustrations/388-3-4-sit-up.html,https://www.gymvisual.com/1123-large_default/3-4-sit-up.jpg
0369,Dumbbell Over Bench Wrist Curl,Dumbbell,Forearms,Wrist Extensors,,https://www.gymvisual.com/illustrations/389-3-4-sit-up.html,https://www.gymvisual.com/1126-large_default/3-4-sit-up.jpg
0370,Dumbbell Peacher Hammer Curl,Dumbbell,Forearms,Brachioradialis,"Biceps Brachii, Brachialis",https://www.gymvisual.com/illustrations/390-3-4-sit-up.html,https://www.gymvisual.com/1129-large_default/3-4-sit-up.jpg
0371,Dumbbell Plyo Squat,Dumbbell,Thighs,"Gluteus Maximus, Quadriceps","Adductor Magnus, Gastrocnemius, Soleus",https://www.gymvisual.com/illustrations/391-3-4-sit-up.html,https://www.gymvisual.com/1132-large_default/3-4-sit-up.jpg
0372,Dumbbell Preacher Curl,Dumbbell,Upper Arms,Brachialis,"Brachialis, Brachioradialis",https://www.gymvisual.com/illustrations/392-3-4-sit-up.html,https://www.gymvisual.com/1135-large_default/3-4-sit-up.jpg
0373,Dumbbell Pronate-grip Triceps Extension,Dumbbell,Upper Arms,Triceps Brachii,,https://www.gymvisual.com/illustrations/393-3-4-sit-up.html,https://www.gymvisual.com/1138-large_default/3-4-sit-up.jpg
0374,Dumbbell Prone Incline Curl,Dumbbell,Upper Arms,Brachialis,"Biceps Brachii, Brachioradialis",https://www.gymvisual.com/illustrations/394-3-4-sit-up.html,https://www.gymvisual.com/1141-large_default/3-4-sit-up.jpg
0375,Dumbbell Pullover,Dumbbell,Chest,Pectoralis Major Sternal Head,"Deltoid Posterior, Latissimus Dorsi, Teres Major, Triceps Brachii",https://www.gymvisual.com/illustrations/395-3-4-sit-up.html,https://www.gymvisual.com/1144-large_default/3-4-sit-up.jpg
0376,Dumbbell Raise,Dumbbell,Shoulders,Deltoid Lateral,"Biceps Brachii, Brachialis, Brachioradialis, Deltoid Posterior, Serratus Anterior, Trapezius Upper Fibers",https://www.gymvisual.com/illustrations/396-3-4-sit-up.html,https://www.gymvisual.com/1147-large_default/3-4-sit-up.jpg
0377,Dumbbell Rear Delt Row_shoulder,Dumbbell,Shoulders,Deltoid Posterior ,"Brachialis, Brachioradialis, Deltoid Lateral, Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",https://www.gymvisual.com/illustrations/397-3-4-sit-up.html,https://www.gymvisual.com/1150-large_default/3-4-sit-up.jpg
0378,Dumbbell Rear Fly,Dumbbell,Shoulders,Deltoid Posterior ,"Deltoid Lateral, Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",https://www.gymvisual.com/illustrations/398-3-4-sit-up.html,https://www.gymvisual.com/1153-large_default/3-4-sit-up.jpg
